name,publisher,intelligence,strength,speed,durability,power,combat,full_name,creator,alignment,gender,race,height,weight,eye_color,hair_color,skin_color,super_strength,stamina,durable,super_speed,agility,flight,accelerated_healing,reflexes,intelligent,energy_blasts,stealth,marksmanship,invulnerability,longevity,weapons_master,telepathy,enhanced_senses,force_fields,energy_absorption,enhanced_hearing,teleportation
Spider-Woman,Marvel Comics,80,45,45,60,70,70,Jessica Drew,Marvel Comics,good,Female,Human,178,59,Green,Black,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Spider-Woman III,Marvel Comics,80,50,30,45,60,30,Martha Franklin,Marvel Comics,good,Female,NA,173,55,Brown,Brown,NA,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Spider-Woman IV,Marvel Comics,NA,NA,NA,NA,NA,NA,Charlotte Witter,Marvel Comics,bad,Female,NA,178,58,Red,White,NA,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Spock,Star Trek,95,20,20,40,60,40,NA,Star Trek,good,Male,Human-Vulcan,185,81,Brown,Black,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Spyke,Marvel Comics,80,15,20,60,50,30,Evan Daniels,Marvel Comics,good,Male,Mutant,183,83,Brown,Blond,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Star-Lord,Marvel Comics,85,20,35,50,25,70,Peter Jason Quill,Marvel Comics,good,Male,Human-Spartoi,188,79,Blue,Blond,NA,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Starfire,DC Comics,80,80,35,85,60,70,Koriand'r,DC Comics,good,Female,Tamaranean,193,71,Green,Auburn,Orange,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Stargirl,DC Comics,85,80,50,90,90,70,Courtney Whitmore,DC Comics,good,Female,Human,165,62,Blue,Blond,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Static,DC Comics,85,10,45,50,90,40,Virgil Ovid Hawkins,DC Comics,good,Male,Mutant,170,63,Brown,Black,NA,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
Steel,DC Comics,95,85,55,90,65,65,John Henry Irons,DC Comics,good,Male,Human,201,131,Brown,No Hair,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Steppenwolf,DC Comics,100,100,85,100,100,100,NA,DC Comics,bad,Male,New God,183,91,Red,Black,White,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Storm,Marvel Comics,90,10,50,30,90,75,Ororo Munroe,Marvel Comics,good,Female,Mutant,180,57,Blue,White,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sunspot,Marvel Comics,85,65,35,25,90,70,Roberto DaCosta,Marvel Comics,good,Male,Mutant,173,77,brown,black,NA,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Superboy,DC Comics,90,95,85,90,95,60,Kon-El / Conner Kent,DC Comics,good,Male,NA,170,68,Blue,Black,NA,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
Superboy-Prime,DC Comics,100,100,100,100,100,85,Kal-El,DC Comics,bad,Male,Kryptonian,180,77,Blue,Black / Blue,NA,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
Supergirl,DC Comics,100,100,100,100,100,75,Kara Zor-El,DC Comics,good,Female,Kryptonian,165,54,Blue,Blond,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
Superman,DC Comics,100,100,100,100,100,85,Clark Joseph Kent (Kal-El),DC Comics,good,Male,Kryptonian,191,101,Blue,Black,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
Swarm,Marvel Comics,90,20,50,90,40,35,Fritz von Meyer,Marvel Comics,bad,Male,Mutant,196,47,Yellow,No Hair,Yellow,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Synch,Marvel Comics,90,70,25,30,75,60,Everett Thomas,Marvel Comics,good,Male,NA,180,74,Brown,Black,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
T-1000,Dark Horse Comics,90,35,35,100,100,75,Cyberdyne Systems Series 1000 Terminator,Dark Horse Comics,bad,Male,Android,183,146,NA,NA,Silver,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Taskmaster,Marvel Comics,90,15,50,20,65,100,NA,Marvel Comics,bad,Male,Human,188,99,Brown,Brown,NA,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tempest,Marvel Comics,75,10,45,30,70,60,Angel Salvadore Bohusk,Marvel Comics,good,Female,NA,163,54,Brown,Black,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Thanos,Marvel Comics,100,100,35,100,100,80,Thanos,Marvel Comics,bad,Male,Eternal,201,443,Red,No Hair,Purple,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
The Comedian,DC Comics,85,15,20,10,15,80,Edward Morgen Blake,DC Comics,neutral,Male,Human,188,101,Brown,Black,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Thing,Marvel Comics,90,85,25,100,40,80,Benjamin Jacob Grimm,Marvel Comics,good,Male,Human / Radiation,183,225,Blue,No Hair,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Thor,Marvel Comics,85,100,85,100,100,100,Thor Odinson,Marvel Comics,good,Male,Asgardian,198,288,Blue,Blond,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Thor Girl,Marvel Comics,90,85,70,85,100,70,Tarene,Marvel Comics,good,Female,Asgardian,175,143,Blue,Blond,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Thunderbird,Marvel Comics,80,35,30,35,15,70,John Proudstar,Marvel Comics,good,Male,NA,185,101,Brown,Black,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Thunderbird III,Marvel Comics,NA,NA,NA,NA,NA,NA,Neal Shaara,Marvel Comics,good,Male,NA,175,74,Brown,Black,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Thunderstrike,Marvel Comics,85,80,70,85,45,75,Eric Kevin Masterson,Marvel Comics,good,Male,NA,198,288,Blue,Blond,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Thundra,Marvel Comics,75,85,35,65,30,55,Thundra,Marvel Comics,good,Female,NA,218,158,Green,Red,NA,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tiger Shark,Marvel Comics,75,75,50,70,55,30,Todd Arliss,Marvel Comics,bad,Male,Human,185,203,Grey,No Hair,Grey,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tigra,Marvel Comics,85,35,55,40,35,90,Greer Grant Nelson,Marvel Comics,good,Female,NA,178,81,Green,Auburn,NA,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Tinkerer,Marvel Comics,100,10,25,15,10,15,Phineas Mason,Marvel Comics,bad,Male,NA,163,54,Brown,White,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Toad,Marvel Comics,80,35,60,60,70,30,Mortimer Toynbee,Marvel Comics,neutral,Male,Mutant,175,76,Black,Brown,Green,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Toxin,Marvel Comics,80,75,70,85,85,70,Patrick Mulligan,Marvel Comics,good,Male,Symbiote,188,97,Blue,Brown,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Toxin,Marvel Comics,90,80,45,85,100,70,Edward Charles Allan Brock,Marvel Comics,good,Male,Symbiote,191,117,Black,Blond,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Toxin,Marvel Comics,80,75,70,85,85,70,Patrick Mulligan,Marvel Comics,good,Male,Symbiote,188,97,Blue,Brown,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Toxin,Marvel Comics,90,80,45,85,100,70,Edward Charles Allan Brock,Marvel Comics,good,Male,Symbiote,191,117,Black,Blond,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Trickster,DC Comics,NA,NA,NA,NA,NA,NA,Giovanni Giuseppe,DC Comics,NA,Male,Human,183,81,Blue,Blond,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Triplicate Girl,DC Comics,85,10,25,45,45,45,Luornu Durgo,DC Comics,good,Female,NA,168,59,Purple,Brown,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Triton,Marvel Comics,80,65,50,65,35,55,NA,Marvel Comics,good,Male,Inhuman,188,86,Green,No Hair,Green,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ultragirl,Marvel Comics,80,80,35,70,35,80,Tsu-Zana,Marvel Comics,good,Female,NA,168,105,Blue,Blond,NA,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Ultron,Marvel Comics,95,85,45,100,100,65,Ultron,Marvel Comics,bad,Male,Android,206,331,Red,NA,Silver,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Utgard-Loki,Marvel Comics,80,80,25,85,85,65,NA,Marvel Comics,bad,Male,Frost Giant,15.2,58,Blue,White,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Valerie Hart,Team Epic TV,NA,NA,NA,NA,NA,NA,NA,Team Epic TV,good,Female,NA,175,56,Hazel,Black,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Valkyrie,Marvel Comics,75,85,75,85,75,95,Brunnhilde,Marvel Comics,good,Female,NA,191,214,Blue,Blond,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vanisher,Marvel Comics,85,10,75,60,65,45,NA,Marvel Comics,bad,Male,NA,165,79,Green,No Hair,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Vegeta,Shueisha,95,100,95,95,100,100,NA,Shueisha,bad,Male,Saiyan,168,73,NA,Black,NA,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Venom,Marvel Comics,90,60,65,85,90,85,Edward Charles Allan Brock,Marvel Comics,bad,Male,Symbiote,191,117,Blue,Strawberry Blond,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Venom II,Marvel Comics,80,60,50,70,55,60,Angelo Fortunato,Marvel Comics,bad,Male,NA,175,50,Brown,Black,NA,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Venom III,Marvel Comics,85,75,35,90,75,60,MacDonald Gargan,Marvel Comics,bad,Male,Symbiote,229,334,Brown,Brown,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vertigo II,Marvel Comics,NA,NA,NA,NA,NA,NA,NA,Marvel Comics,good,Female,NA,168,52,Blue,Silver,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vibe,DC Comics,80,10,20,30,100,30,Francisco Paco Ramon,DC Comics,good,Male,Human,178,71,Brown,Black,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Vindicator,Marvel Comics,85,65,55,65,60,70,Heather McNeil Hudson,Marvel Comics,good,Female,Human,165,54,Green,Red,NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Vindicator,Marvel Comics,NA,NA,NA,NA,NA,NA,Dr. James McDonald Hudson,Marvel Comics,good,Male,NA,0,0,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Violet Parr,Dark Horse Comics,80,10,15,50,80,15,Violet Parr,Dark Horse Comics,good,Female,Human,137,41,Violet,Black,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Vision,Marvel Comics,100,75,55,95,100,70,Vision,Marvel Comics,good,Male,Android,191,135,Gold,No Hair,Red,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
Vixen,DC Comics,80,40,50,50,65,25,Mari Jiwe McCabe,DC Comics,good,Female,Human,175,63,Amber,Black,NA,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Vulture,Marvel Comics,90,25,45,25,30,30,Adrian Toomes,Marvel Comics,bad,Male,Human,180,79,Brown,No Hair,NA,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Walrus,Marvel Comics,80,30,10,50,15,20,Hubert Carpent,Marvel Comics,bad,Male,Human,183,162,Blue,Black,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
War Machine,Marvel Comics,85,80,65,100,100,85,James Rupert Rhodes,Marvel Comics,good,Male,Human,185,95,Brown,Brown,NA,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Warlock,Marvel Comics,95,40,80,95,75,95,Adam Warlock,Marvel Comics,good,Male,NA,188,108,Red,Blond,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Warp,DC Comics,75,10,25,30,85,50,Emil LaSalle,DC Comics,bad,Male,NA,173,67,Brown,Black,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Warpath,Marvel Comics,75,75,50,70,30,85,James Proudstar,Marvel Comics,good,Male,Mutant,218,158,Brown,Black,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Wasp,Marvel Comics,85,20,60,55,30,45,Janet Van Dyne,Marvel Comics,good,Female,Human,163,50,Blue,Auburn,NA,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Winter Soldier,Marvel Comics,80,35,35,65,60,85,James Buchanan Barnes,Marvel Comics,good,Male,Human,175,117,Brown,Brown,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Wolfsbane,Marvel Comics,75,20,35,45,30,45,Rahne Sinclair,Marvel Comics,good,Female,NA,366,473,Green,Auburn,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Wolverine,Marvel Comics,85,35,50,100,90,100,James Howlett,Marvel Comics,good,Male,Mutant,160,135,Blue,Black,NA,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Wonder Girl,DC Comics,90,90,25,80,40,60,Cassandra Elizabeth Sandsmark,DC Comics,good,Female,Demi-God,165,51,Blue,Blond,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Wonder Man,Marvel Comics,90,100,55,90,65,65,Simon Williams,Marvel Comics,good,Male,NA,188,171,Red,Black,NA,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Wonder Woman,DC Comics,95,100,80,100,100,100,Diana of Themyscira,DC Comics,good,Female,Amazon,183,74,Blue,Black,NA,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
X-23,Marvel Comics,90,25,45,100,55,95,Laura Kinney,Marvel Comics,good,Female,Mutant / Clone,155,50,Green,Black,NA,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
X-Man,Marvel Comics,95,55,55,95,100,85,Nate Grey,Marvel Comics,good,Male,NA,175,61,Blue,Brown,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Yellowjacket,Marvel Comics,95,10,15,30,15,15,Henry Jonathan Pym,Marvel Comics,good,Male,Human,183,83,Blue,Blond,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Yellowjacket II,Marvel Comics,80,10,35,30,35,30,Rita DeMara,Marvel Comics,good,Female,Human,165,52,Blue,Strawberry Blond,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Yoda,George Lucas,95,55,35,25,100,90,Yoda,George Lucas,good,Male,Yoda's species,66,17,Brown,White,Green,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Zatanna,DC Comics,95,10,25,30,100,60,Zatanna Zatara,DC Comics,good,Female,Human,170,57,Blue,Black,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Zoom,DC Comics,80,10,100,30,100,30,Hunter Zolomon,DC Comics,bad,Male,NA,185,81,Red,Brown,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
