gene_name,chromosome,phewas phenotype,gene_id,Adipose - Subcutaneous,Adipose - Visceral (Omentum),Adrenal Gland,Artery - Aorta,Artery - Coronary,Artery - Tibial,Bladder,Brain - Amygdala,Brain - Anterior cingulate cortex (BA24),Brain - Caudate (basal ganglia),Brain - Cerebellar Hemisphere,Brain - Cerebellum,Brain - Cortex,Brain - Frontal Cortex (BA9),Brain - Hippocampus,Brain - Hypothalamus,Brain - Nucleus accumbens (basal ganglia),Brain - Putamen (basal ganglia),Brain - Spinal cord (cervical c-1),Brain - Substantia nigra,Breast - Mammary Tissue,Cells - EBV-transformed lymphocytes,Cells - Transformed fibroblasts,Cervix - Ectocervix,Cervix - Endocervix,Colon - Sigmoid,Colon - Transverse,Esophagus - Gastroesophageal Junction,Esophagus - Mucosa,Esophagus - Muscularis,Fallopian Tube,Heart - Atrial Appendage,Heart - Left Ventricle,Kidney - Cortex,Liver,Lung,Minor Salivary Gland,Muscle - Skeletal,Nerve - Tibial,Ovary,Pancreas,Pituitary,Prostate,Skin - Not Sun Exposed (Suprapubic),Skin - Sun Exposed (Lower leg),Small Intestine - Terminal Ileum,Spleen,Stomach,Testis,Thyroid,Uterus,Vagina,Whole Blood
DYSF,2,Photodermatitis & sunburn,ENSG00000135636.9,16.895,19.18,4.4225,8.307,13.69,14.56,20.28,5.1635,3.295,6.6035,3.079,3.333,5.1005,5.21,7.26,6.827,3.991,8.376,4.789,7.7335,12.295,0.085855,0.1285,4.45,5.504,23.65,8.391,18.68,3.666,19.705,12.41,16.35,16.26,7.011,8.891,31.17,2.901,45.455,5.3725,3.702,1.017,5.98,9.2405,3.247,3.856,6.071,69.62,3.805,4.651,18.68,10.29,6.78,172.5
EDA,X,Psoriasis,ENSG00000158813.13,4.616,4.637,8.902,3.876,3.652,4.64,3.028,0.7724,0.5994,0.81915,0.5273,0.6819,0.6871,0.6431,0.8346,1.131,0.8071,0.7491,1.176,1.00675,3.611,0.017965,1.128,5.5875,5.725,3.171,2.345,5.535,1.337,5.1715,5.671,6.463,2.582,1.779,0.6555,4.305,2.361,0.70925,7.2855,6.927,2.006,1.668,4.0595,4.635,5.038,0.9424,1.663,3.2865,1.66,7.2595,5.507,4.252,0.2054
EDA,X,Photodermatitis & sunburn,ENSG00000158813.13,4.616,4.637,8.902,3.876,3.652,4.64,3.028,0.7724,0.5994,0.81915,0.5273,0.6819,0.6871,0.6431,0.8346,1.131,0.8071,0.7491,1.176,1.00675,3.611,0.017965,1.128,5.5875,5.725,3.171,2.345,5.535,1.337,5.1715,5.671,6.463,2.582,1.779,0.6555,4.305,2.361,0.70925,7.2855,6.927,2.006,1.668,4.0595,4.635,5.038,0.9424,1.663,3.2865,1.66,7.2595,5.507,4.252,0.2054
EDC4,16,Psoriasis,ENSG00000038358.10,38.95,32.6,31.015,46.99,43.1,48.13,52,15.845,21.04,21.56,94.27,103.9,32.585,30.82,16.67,22.09,26.66,17.635,20.51,15.525,41.855,55.645,33.38,53.495,57.42,46.82,43.83,49.925,35.35,48.975,56.06,18.4,15.26,25.88,17.1,53.27,38.51,25.62,58.575,76.06,18.76,67.55,60.195,48.82,49.37,49.62,58.76,33.335,84.61,62,64.07,45.26,19
EDIL3,5,Skin cancer,ENSG00000164176.8,15.72,7.572,10.3,143,125.4,134.3,12.47,42.64,25.08,37.625,15.795,11.71,22.62,34.91,69.29,52.94,25.01,41.63,231.7,59.43,7.2215,0.085785,3.116,17.12,34.16,18.12,18.69,8.667,4.876,6.9205,15.99,4.11,2.291,2.39,0.1545,25.6,4.438,0.35085,18.355,9.48,0.6807,4.358,7.598,7.177,6.233,10.8,1.1375,7.924,2.873,4.8025,21.4,13.78,0.073
EDNRA,4,Skin cancer,ENSG00000151617.11,18.915,11.56,3.444,16.56,33.56,38,25.2,1.285,1.478,1.691,0.689,0.7952,1.3905,1.537,1.453,1.767,1.13,1.7865,1.822,2.329,14.015,0.1098,5.621,73.27,65.18,4.94,2.196,8.479,4.512,4.4245,43.28,19.77,6.175,2.999,1.034,29.81,8.907,1.948,18.725,48.29,0.6713,4.464,31.87,6.818,7.323,2.487,7.9745,3.393,6.639,14.785,52.15,45.46,0.02739
EFCAB4B,12,Seborheic dermatitis,ENSG00000130038.5,0.95585,0.7225,0.2349,0.2565,0.463,0.2681,1.358,0.08866,0.1617,0.1639,0.075005,0.08542,0.17295,0.184,0.1082,0.118,0.167,0.163,0.1626,0.12365,1.207,3.5325,3.523,0.51725,0.916,0.6572,2.833,0.4461,0.2739,0.383,0.7385,0.619,0.334,0.1631,0.2084,1.258,11.94,0.16275,0.77215,0.8074,0.7867,0.227,3.333,1.273,1.769,4.853,2.646,0.4857,1.157,0.73055,0.6525,0.4479,1.349
EFCAB4B,12,Acne,ENSG00000130038.5,0.95585,0.7225,0.2349,0.2565,0.463,0.2681,1.358,0.08866,0.1617,0.1639,0.075005,0.08542,0.17295,0.184,0.1082,0.118,0.167,0.163,0.1626,0.12365,1.207,3.5325,3.523,0.51725,0.916,0.6572,2.833,0.4461,0.2739,0.383,0.7385,0.619,0.334,0.1631,0.2084,1.258,11.94,0.16275,0.77215,0.8074,0.7867,0.227,3.333,1.273,1.769,4.853,2.646,0.4857,1.157,0.73055,0.6525,0.4479,1.349
EFEMP1,2,Psoriasis,ENSG00000115380.14,201.2,289,49.415,1332,731.4,568.3,96.87,35.835,29.78,79.29,9.6395,17.04,28.44,25.37,15.98,30.16,69.22,43.305,18.89,40.285,141,0.4684,451.2,77.56,83.6,46.03,28.095,76.33,20.84,55.12,202.8,111.5,14.97,31.98,3.626,193.9,99.06,6.043,129.05,219.5,12.865,27.68,64.285,52.89,53.71,38.7,38.005,32.015,3.396,229.7,130.4,107.1,0.4743
EFEMP1,2,Photodermatitis & sunburn,ENSG00000115380.14,201.2,289,49.415,1332,731.4,568.3,96.87,35.835,29.78,79.29,9.6395,17.04,28.44,25.37,15.98,30.16,69.22,43.305,18.89,40.285,141,0.4684,451.2,77.56,83.6,46.03,28.095,76.33,20.84,55.12,202.8,111.5,14.97,31.98,3.626,193.9,99.06,6.043,129.05,219.5,12.865,27.68,64.285,52.89,53.71,38.7,38.005,32.015,3.396,229.7,130.4,107.1,0.4743
EFHD1,2,Photodermatitis & sunburn,ENSG00000115468.7,78.435,50.69,3.235,286.2,171,329.3,21.06,64.315,43.86,57.87,12.045,15.32,53.62,48.77,79.68,55.29,38.61,68.71,224.4,113.95,91.555,0.16275,0.3989,108.505,142.5,12.8,9.186,26.46,6.391,21,65.05,10.26,12.12,93.45,14.37,14.64,16.06,13.16,71.545,79.53,1.658,15.68,23.565,15,23.17,10.01,48.53,8.3535,25.38,37.605,83.6,39.83,0.2944
EIF3F,11,Photodermatitis & sunburn,ENSG00000175390.8,61.84,53.03,35.695,68.09,61.61,75.91,75.2,17.925,17.95,17.215,36.085,33.19,21.32,20.91,15.71,18.79,20.26,14.85,27.04,18.01,59.75,84.575,102.7,76.735,74.6,74.53,45.82,62.26,47.14,58.06,58.22,25.32,18.62,28.27,16.05,49.11,40.66,43.945,66.645,112.9,37.49,39.67,49.65,76.83,82.52,46.81,54.92,47.535,49.12,51.85,85.31,63.76,27.84
EIF6,20,Skin cancer,ENSG00000242372.2,91.59,79.62,96.965,126.9,106.9,114.3,120.9,34.085,41.96,34.21,63.755,60.07,50.9,56.1,34.7,46.14,39.41,29.815,44.88,38.965,97.185,137.3,186.2,118.95,108.6,99.49,114,97.4,248.5,95.365,128.2,33.28,22.12,96.93,79.61,101.1,91.34,29.805,109.3,91.29,36.875,81.4,113.35,197.6,215.3,115.7,95.545,79.7,125,95.56,118.5,183.3,50.94
ELMO1,7,Atopic or contact dermatitis,ENSG00000155849.11,20.405,16.44,2.5565,6.304,10.89,6.178,7.975,24.98,36.93,27.785,56.69,45.83,43.325,60.73,28,20.5,36.44,22.715,50.68,24.39,15.695,36.72,0.1472,11.94,12.56,7.14,5.1415,9.039,3.376,9.1025,9.655,4.825,3.136,2.201,4.809,21.62,5.827,2.064,48.1,9.558,1.554,7.226,7.297,4.964,6.638,10.39,34.655,3.3035,4.427,43.475,8.335,11.23,19.06
ELMO1,7,Skin cancer,ENSG00000155849.11,20.405,16.44,2.5565,6.304,10.89,6.178,7.975,24.98,36.93,27.785,56.69,45.83,43.325,60.73,28,20.5,36.44,22.715,50.68,24.39,15.695,36.72,0.1472,11.94,12.56,7.14,5.1415,9.039,3.376,9.1025,9.655,4.825,3.136,2.201,4.809,21.62,5.827,2.064,48.1,9.558,1.554,7.226,7.297,4.964,6.638,10.39,34.655,3.3035,4.427,43.475,8.335,11.23,19.06
EMBP1,1,Skin cancer,ENSG00000231752.1,0.30245,0.2729,0.068905,0.08244,0.155,0,0.1086,0.08786,0.1049,0.098825,0.9759,1.129,0.162,0.1594,0.1123,0.1953,0.1748,0.07168,0.3868,0.13225,0.13515,0,0,0.084765,0.3302,0.08894,0.089415,0.07848,0.04767,0.09017,0.1135,0.1017,0,0.08034,1.02,0.2382,0.09312,0,0.21485,0,0.07736,0.448,0.081145,0.05597,0.04531,0.2437,0.5098,0.10855,0.4804,0.11655,0.05556,0.1133,0.1672
ENG,9,Skin cancer,ENSG00000106991.9,288.75,294.1,102.05,510.6,396.3,147.5,112.9,13.535,12.64,20.245,13.495,20.65,21.83,14.69,16.61,19.46,13.57,20.73,31.43,26.135,219.25,13.06,135.3,187.75,230.7,82.95,57.175,109.75,45.8,116.3,220.9,378.5,130.9,198.1,31.82,411.2,60.18,41.685,203.65,404,25.305,81.57,148,56.89,65.2,83.72,299.85,52.695,175,306,209.6,144.8,9.931
EOMES,3,Seborheic dermatitis,ENSG00000163508.8,0.54985,0.8391,0.28695,0.8768,0.4924,0.1171,0.07716,0.1264,0.05145,0.037225,30.63,27.77,0.047415,0.03326,0.0465,0.1182,0.0288,0.035745,0.3127,0.081385,0.39395,0.3976,0,0.55375,0.4725,0.08992,0.2188,0.11915,0.1939,0.10255,0.4679,0.2149,0.08132,0.191,0.737,2.415,0.2778,0.037115,0.54925,0.1661,0.17525,0.2543,0.40815,0.1109,0.1196,0.9122,14.855,0.26675,0.4101,0.47075,0.506,0.5414,5.166
EOMES,3,Psoriasis,ENSG00000163508.8,0.54985,0.8391,0.28695,0.8768,0.4924,0.1171,0.07716,0.1264,0.05145,0.037225,30.63,27.77,0.047415,0.03326,0.0465,0.1182,0.0288,0.035745,0.3127,0.081385,0.39395,0.3976,0,0.55375,0.4725,0.08992,0.2188,0.11915,0.1939,0.10255,0.4679,0.2149,0.08132,0.191,0.737,2.415,0.2778,0.037115,0.54925,0.1661,0.17525,0.2543,0.40815,0.1109,0.1196,0.9122,14.855,0.26675,0.4101,0.47075,0.506,0.5414,5.166
EPS15,1,Photodermatitis & sunburn,ENSG00000085832.12,44.25,37.12,40.38,45.92,45.84,47.86,34.44,36.335,43.19,29.73,48.695,36.1,41.69,64.22,42.34,33.4,28.67,25.905,59.04,41.585,37.005,72.935,34.96,42.465,43.88,33.02,20.175,29.965,21.37,27.455,37.51,18.23,12.05,15.53,9.552,41.27,23.48,25.115,53.265,41.63,8.5085,27.66,32.865,32.73,38.52,25.29,37.725,18.22,46.04,38.115,49.08,39.74,15.4
EPS15,1,Skin cancer,ENSG00000085832.12,44.25,37.12,40.38,45.92,45.84,47.86,34.44,36.335,43.19,29.73,48.695,36.1,41.69,64.22,42.34,33.4,28.67,25.905,59.04,41.585,37.005,72.935,34.96,42.465,43.88,33.02,20.175,29.965,21.37,27.455,37.51,18.23,12.05,15.53,9.552,41.27,23.48,25.115,53.265,41.63,8.5085,27.66,32.865,32.73,38.52,25.29,37.725,18.22,46.04,38.115,49.08,39.74,15.4
ERAP1,5,Photodermatitis & sunburn,ENSG00000164307.8,23.355,21,11.09,14.31,16.39,14.35,18.44,3.085,3.241,3.949,5.3725,4.777,3.4285,4.191,3.327,4.353,4.27,2.8125,8.369,3.5795,18.645,48.825,24.34,17.135,22.45,16.06,18.44,13.155,10.42,12.97,21.89,8.602,5.497,6.961,6.351,22.11,12.95,10.83,16.795,19.33,6.619,11.31,14.32,15.22,14.87,27.26,19.875,12.215,7.52,14.065,21.06,16.32,7.743
ERAP1,5,Photodermatitis & sunburn,ENSG00000164307.8,23.355,21,11.09,14.31,16.39,14.35,18.44,3.085,3.241,3.949,5.3725,4.777,3.4285,4.191,3.327,4.353,4.27,2.8125,8.369,3.5795,18.645,48.825,24.34,17.135,22.45,16.06,18.44,13.155,10.42,12.97,21.89,8.602,5.497,6.961,6.351,22.11,12.95,10.83,16.795,19.33,6.619,11.31,14.32,15.22,14.87,27.26,19.875,12.215,7.52,14.065,21.06,16.32,7.743
ERCC4,16,Skin cancer,ENSG00000175595.10,3.16,2.717,4.903,3.298,4.038,3.588,5.501,1.5495,1.666,2.192,4.5775,3.987,2.0055,2.319,1.601,2.267,2.374,1.634,3.527,1.7755,2.9825,5.1675,6.093,3.609,5.082,3.565,2.179,3.6775,2.032,3.8715,5.104,1.642,1.347,1.118,1.414,2.826,2.434,2.9265,4.3795,4.542,1.414,3.188,3.209,2.351,2.544,2.357,3.568,2.2005,13.48,3.474,4.873,3.107,0.3935
ESR1,6,Psoriasis,ENSG00000091831.17,2.091,1.543,1.085,2.564,2.472,2.656,2.321,0.13125,0.132,0.16835,0.94135,1.371,0.2204,0.1727,0.1333,0.4309,0.2351,0.09769,0.2301,0.1226,5.7375,0.10915,0.362,43.83,67.91,0.5121,0.31985,0.8041,0.3062,0.6207,42.85,0.6656,0.3017,0.8096,3.253,1.721,0.5455,0.59775,2.0825,7.533,0.25225,6.067,5.0655,0.8731,0.7266,0.5011,1.373,0.2938,2.705,2.508,62.38,48.03,0.1233
ESR1,6,Skin cancer,ENSG00000091831.17,2.091,1.543,1.085,2.564,2.472,2.656,2.321,0.13125,0.132,0.16835,0.94135,1.371,0.2204,0.1727,0.1333,0.4309,0.2351,0.09769,0.2301,0.1226,5.7375,0.10915,0.362,43.83,67.91,0.5121,0.31985,0.8041,0.3062,0.6207,42.85,0.6656,0.3017,0.8096,3.253,1.721,0.5455,0.59775,2.0825,7.533,0.25225,6.067,5.0655,0.8731,0.7266,0.5011,1.373,0.2938,2.705,2.508,62.38,48.03,0.1233
ESRRG,1,Photodermatitis & sunburn,ENSG00000196482.12,0.0616,0.05938,2.4835,0.01784,0.1095,0.009906,0.4416,0.8178,1.324,0.90725,4.328,3.524,1.2565,2.799,0.6782,0.9122,1.091,0.7152,0.902,1.124,0.36065,0.004352,0.01803,0.045455,0.05986,0.24,0.1374,0.36795,0.0904,1.1295,0.1504,2.705,2.679,3.752,0.06758,0.1425,0.4041,1.397,0.47545,0.09561,1.0595,1.456,1.165,0.4999,0.6621,0.7991,0.37415,10.865,0.4393,2.07,0.0431,0.1791,0
ETS1,11,Seborheic dermatitis,ENSG00000134954.10,92.17,94.66,12.82,33.1,38.16,31.89,39.51,4.8445,5.245,5.3725,2.401,2.556,4.667,5.786,5.26,5.347,3.792,5.4815,6.932,6.567,75.205,121.15,71.86,37.485,41.07,20.92,19.725,24.785,9.796,23.12,25.85,17.53,13.38,18.05,8.274,91.35,16.38,8.404,39.385,26.28,6.134,9.375,19.39,17.92,20.78,38.79,119.8,17.215,7.053,60.43,38.05,26.06,27.14
ETV6,12,Seborheic dermatitis,ENSG00000139083.6,25.275,12.67,10.09,28.49,24.74,44.31,20.87,2.0405,2.427,2.3465,0.8193,1.066,3.7115,3.919,2.154,2.629,2.012,2.1695,4.125,2.747,29.145,32.805,9.549,13.05,16.77,22.84,16.515,14.935,12.05,17.275,16.68,4.211,3.252,7.007,4.701,24.41,43.91,3.214,14.12,8.396,5.8725,8.128,20.57,23.61,34.42,19.09,27.19,8.4325,7.107,15.94,14.06,13.48,24.56
EXOC2,6,Skin cancer,ENSG00000112685.9,18.47,14,11.51,14.78,16.7,17.95,18.22,8.7,9.21,9.4735,18.1,15.58,10.8,13.42,9.429,12.29,10.58,7.689,17.25,10.75,17.56,19.27,18.24,19.61,22.32,15.38,12.31,15.575,15.74,15.2,13.81,7.136,4.659,8.036,5.523,17.88,13.04,7.4325,21.945,13.19,4.621,16.01,13.395,15.28,17.37,13.69,17.855,10.895,26.88,18.54,18.01,17.35,5.115
EXOC2,6,Seborheic dermatitis,ENSG00000112685.9,18.47,14,11.51,14.78,16.7,17.95,18.22,8.7,9.21,9.4735,18.1,15.58,10.8,13.42,9.429,12.29,10.58,7.689,17.25,10.75,17.56,19.27,18.24,19.61,22.32,15.38,12.31,15.575,15.74,15.2,13.81,7.136,4.659,8.036,5.523,17.88,13.04,7.4325,21.945,13.19,4.621,16.01,13.395,15.28,17.37,13.69,17.855,10.895,26.88,18.54,18.01,17.35,5.115
EXOC2,6,Photodermatitis & sunburn,ENSG00000112685.9,18.47,14,11.51,14.78,16.7,17.95,18.22,8.7,9.21,9.4735,18.1,15.58,10.8,13.42,9.429,12.29,10.58,7.689,17.25,10.75,17.56,19.27,18.24,19.61,22.32,15.38,12.31,15.575,15.74,15.2,13.81,7.136,4.659,8.036,5.523,17.88,13.04,7.4325,21.945,13.19,4.621,16.01,13.395,15.28,17.37,13.69,17.855,10.895,26.88,18.54,18.01,17.35,5.115
EYA1,8,Seborheic dermatitis,ENSG00000104313.13,0.18835,0.1822,0.06516,0.04132,0.07986,0.05695,1.94,2.24,2.404,11.025,0.061465,0.09561,2.507,2.062,1.56,1.8,6.513,10.335,0.2497,2.1205,0.3512,0.01803,0.3565,6.388,3.003,0.1442,0.1222,0.12095,0.4232,0.1367,0.4594,1.61,2.508,0.1308,0.01466,0.2882,0.8847,1.622,0.31425,0.1309,0.01348,22.17,11.92,0.08271,0.05627,0.1719,0.03131,0.6224,1.732,1.3215,0.04373,8.027,0
EYA1,8,Photodermatitis & sunburn,ENSG00000104313.13,0.18835,0.1822,0.06516,0.04132,0.07986,0.05695,1.94,2.24,2.404,11.025,0.061465,0.09561,2.507,2.062,1.56,1.8,6.513,10.335,0.2497,2.1205,0.3512,0.01803,0.3565,6.388,3.003,0.1442,0.1222,0.12095,0.4232,0.1367,0.4594,1.61,2.508,0.1308,0.01466,0.2882,0.8847,1.622,0.31425,0.1309,0.01348,22.17,11.92,0.08271,0.05627,0.1719,0.03131,0.6224,1.732,1.3215,0.04373,8.027,0
EYA4,6,Acne,ENSG00000112319.13,0.5082,0.5094,0.20975,0.3042,0.6674,1.077,3.892,0.42675,0.2834,0.31235,0.039605,0.05052,0.2968,0.3315,0.4515,0.3658,0.1724,0.2384,2.639,0.8181,0.46805,0.019075,2.169,4.7655,2.815,0.4031,0.12365,0.7044,0.1191,0.62275,0.986,3.746,2.485,0.8902,0.01908,1.518,0.3124,16.84,0.8634,0.4611,0.037195,5.632,6.1155,0.05964,0.08571,0.1542,0.3737,0.35005,2.763,1.6045,0.5548,2.589,0.007631
F13A1,6,Photodermatitis & sunburn,ENSG00000124491.11,107.25,106,38.4,59.73,56.4,21.17,67.25,1.5445,1.279,1.925,0.68525,0.6907,1.7005,1.507,1.747,1.951,1.635,1.572,4.379,2.015,50.715,30.04,0.1004,13.965,35.52,29.61,26.635,37.465,7.681,41.645,33.62,11.05,9.798,9.515,0.5353,42.89,21.7,4.6015,45.065,11.43,3.748,8.659,8.525,28.06,25.94,23.29,12.735,13.945,9.666,24.935,12.34,12.79,24.11
F13A1,6,Seborheic dermatitis,ENSG00000124491.11,107.25,106,38.4,59.73,56.4,21.17,67.25,1.5445,1.279,1.925,0.68525,0.6907,1.7005,1.507,1.747,1.951,1.635,1.572,4.379,2.015,50.715,30.04,0.1004,13.965,35.52,29.61,26.635,37.465,7.681,41.645,33.62,11.05,9.798,9.515,0.5353,42.89,21.7,4.6015,45.065,11.43,3.748,8.659,8.525,28.06,25.94,23.29,12.735,13.945,9.666,24.935,12.34,12.79,24.11
FADS3,11,Psoriasis,ENSG00000221968.4,185.05,135.4,87.23,226.2,194.5,177.7,49.22,29.03,36.25,26.335,52.525,59.33,51.32,45.26,24.97,33.32,36.19,20.645,24.9,24.155,112.25,9.278,105.7,65.865,75.13,52.25,24.37,66.29,13.26,64.025,65.41,45.02,40.78,32.22,14.56,93.03,20.62,26.98,246.8,80.98,16.06,28.92,36.85,16.05,22.15,43.53,45.84,21.65,31.11,42.12,82.74,38.62,4.194
FAM126A,7,Seborheic dermatitis,ENSG00000122591.7,22.21,19.7,4.6645,23.34,21.24,20.18,8.839,4.8915,3.643,3.434,1.2045,1.444,2.5965,3.247,6.714,4.829,3.693,3.6065,6.844,6.0405,18.73,27.73,49.77,14.795,16.12,14.14,5.5935,13.84,13,14.37,13.07,7.287,3.982,2.837,3.19,21.42,8.756,12.02,21.41,9.784,3.1385,7.324,8.324,6.14,6.843,8.567,10.655,3.351,12,11.585,18.46,18.06,1.602
FAM135B,8,Skin cancer,ENSG00000147724.7,0.06156,0.02455,0.88325,0.01056,0.03679,0.01731,0.3762,1.1695,1.84,1.88,8.2305,8.286,3.4365,4.006,1.322,1.805,1.975,1.3145,0.8241,1.314,0.03702,0.004927,0,0.0088715,0.04751,0.4607,0.37475,0.37595,0.02063,0.4297,0.03007,0.03752,0.01329,0.07926,0.01748,0.01765,0.04584,0.01959,0.52025,0.008305,0.059785,1.519,0.14855,0.04537,0.03751,0.1466,0.01174,0.23175,9.585,0.04235,0.01965,0.04044,0
FAM174B,15,Seborheic dermatitis,ENSG00000185442.8,3.941,4.888,2.2785,5.382,4.592,4.547,47.99,3.942,5.559,4.028,4.532,5.782,8.0975,9.361,5.293,8.258,5.448,3.3455,5.276,5.182,11.355,19.68,1.922,6.299,10.73,4.556,5.9455,8.209,5.741,7.5205,6.135,2.708,2.974,2.436,1.964,20.18,22.16,5.7715,5.0535,11.19,26.495,29.83,22.425,6.946,8.235,7.093,4.3705,26.185,12.34,34.82,5.008,6.718,0.6869
FAM91A1,8,Atopic or contact dermatitis,ENSG00000176853.11,24.575,20.41,14.17,22.1,22.26,19.69,19.6,6.273,7.34,6.7895,20.055,14.43,6.4875,10.32,7.378,10.6,7.109,5.6025,16.42,8.082,22.36,35.77,31.33,23.5,25.42,13.72,13.83,15.375,20,14.13,21.05,6.517,3.575,10.09,11.76,25.2,18.67,4.7075,25.15,25.42,7.3965,18.33,18.975,20.81,20.7,19.03,26.05,13,14.5,25.37,24.2,22.01,10.46
FANCA,16,Skin cancer,ENSG00000187741.10,1.0355,0.8884,1.053,0.5845,0.7294,0.3229,0.8333,0.53045,0.8083,0.8137,4.5025,4.764,1.6265,1.552,0.4395,0.5374,0.9445,0.5911,0.5964,0.38055,1.066,21.225,3.872,0.8407,0.7561,0.4693,2.488,0.3976,4.517,0.3834,1.046,0.5793,0.2391,0.7299,1.327,2.559,1.51,0.16285,0.90225,1.18,0.55095,1.327,1.226,2.127,2.061,4.49,4.9185,1.017,25.34,1.406,0.9671,2.089,1.934
FCGR2A,1,Skin cancer,ENSG00000143226.9,17.495,29.41,13.045,30.67,26.75,11.96,7.075,3.0595,1.487,2.572,0.86365,0.6301,1.0885,1.422,3.036,5.158,1.915,1.69,18.72,5.47,9.484,1.669,0.3408,4.637,11.39,7.717,6.502,7.139,2.484,7.0045,10.73,4.609,2.283,5.39,2.231,60.65,6.503,0.8823,27.37,4.995,1.8605,5.258,5.1755,2.456,2.821,8.158,61.02,3.9035,3.296,6.8415,5.155,4.996,367
FDFT1,8,Skin cancer,ENSG00000079459.8,50.55,38.11,59.135,39.85,33.55,61.51,66.59,30.84,34.31,24.1,39.735,37.45,41.945,49.73,31.45,43.87,27.17,20.88,94.51,35.09,53.225,157.9,56.97,58.58,68.42,42.37,55.03,42.315,92.03,42.905,57.88,24.65,18.17,29.34,26.98,71.37,88.29,47.425,66.09,53.77,16.7,42.12,51.655,81.59,76.15,54.48,38.31,54.785,121.5,41.145,57.93,79.69,34.08
FDPSP6,21,Atopic or contact dermatitis,ENSG00000233676.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FDPSP6,21,Seborheic dermatitis,ENSG00000233676.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FGF1,5,Acne,ENSG00000113578.13,3.9485,11.99,0.42945,26.01,31.72,17.74,0.4539,114,48.82,93.435,41.8,44.51,46.16,50.69,126.1,109.2,61.55,111.55,246.8,177.9,5.2435,0.0601,9.266,0.8598,0.8881,2.902,0.81635,1.8855,0.993,2.3665,1.055,9.515,10.06,37.55,0.249,1.526,2.712,0.75235,128.75,0.4186,0.16545,7.984,1.2905,0.9187,0.8969,0.4488,1.9615,0.3385,1.407,2.365,1.604,0.9008,0.06574
FGF1,5,Atopic or contact dermatitis,ENSG00000113578.13,3.9485,11.99,0.42945,26.01,31.72,17.74,0.4539,114,48.82,93.435,41.8,44.51,46.16,50.69,126.1,109.2,61.55,111.55,246.8,177.9,5.2435,0.0601,9.266,0.8598,0.8881,2.902,0.81635,1.8855,0.993,2.3665,1.055,9.515,10.06,37.55,0.249,1.526,2.712,0.75235,128.75,0.4186,0.16545,7.984,1.2905,0.9187,0.8969,0.4488,1.9615,0.3385,1.407,2.365,1.604,0.9008,0.06574
FGF10,5,Photodermatitis & sunburn,ENSG00000070193.4,7.645,13.47,0.38215,1.802,2.989,4.065,7.505,0.065435,0.1244,0.077925,0.012215,0.02953,0.206,0.2737,0.04785,0.2501,0.1716,0.05357,0.3104,0.062455,15.44,0.005425,0.1835,25.035,19.53,8.062,2.122,2.63,1.011,2.0805,9.947,0.3364,0.1477,0.1832,0.02762,2.889,3.648,0.26685,5.9565,10.06,2.121,1.386,4.4105,0.8326,0.6051,2.085,0,1.088,0.703,6.271,2.454,14.38,0
FGF5,4,Seborheic dermatitis,ENSG00000138675.12,0.0067955,0.01383,0,0.02114,0.05434,0.009193,0.02409,0.011135,0.07675,0.004435,6.047,5.96,0.185,0.2545,0.03329,0.03978,0.00951,0,0.03124,0.01654,0.01093,0.00675,18.92,0.036125,0.02069,0.9874,0.1587,1.3315,0.009653,1.5015,0.03275,0,0.04783,0.07259,0,0,0,0.0089335,0.46155,0.01768,0,0.04522,0.01736,0.0159,0.01475,0.015,0,0.026625,0.04539,0,0.02662,0.01701,0
FGF7,15,Skin cancer,ENSG00000140285.5,29.865,25.29,1.2155,8.211,17.86,15.98,14.5,0.060455,0.04585,0.05093,0.05272,0.06275,0.060535,0.05786,0.1015,0.08182,0.05086,0.038385,0.4119,0.07097,18.8,0.03534,53.34,61.37,40.02,21.16,8.4175,19.705,3.447,16.08,26.71,7.079,3.309,1.514,0.2754,21.21,8.471,0.8845,49.82,15.35,1.107,1.71,10.83,3.977,5.36,3.652,0.35625,3.465,0.503,19.53,32.43,19.43,0.03231
FGF7,15,Seborheic dermatitis,ENSG00000140285.5,29.865,25.29,1.2155,8.211,17.86,15.98,14.5,0.060455,0.04585,0.05093,0.05272,0.06275,0.060535,0.05786,0.1015,0.08182,0.05086,0.038385,0.4119,0.07097,18.8,0.03534,53.34,61.37,40.02,21.16,8.4175,19.705,3.447,16.08,26.71,7.079,3.309,1.514,0.2754,21.21,8.471,0.8845,49.82,15.35,1.107,1.71,10.83,3.977,5.36,3.652,0.35625,3.465,0.503,19.53,32.43,19.43,0.03231
